Title,Perusahaan,Kategori,Lokasi,Skills
Digital Marketing Specialist,AOne,Marketing & PR,Indonesia Bulk Terminal,"Web Analytics, Digital Marketing, SEO, CMS"
Golang ,Mobius Digital,Web Development,Jakarta,"Backend Development, Web Development, Golang, Web Applications, Web Application Design"
DevOps Engineer,Mobius Digital,Web Development,Jakarta,"DevOps, Web Development, Web Applications, Software Engineering, Web Application Design, Cloud Computing"
Software Engineer,Indocyber Global Teknologi,IT Engineer,Jakarta,"Engineering, Software Engineering, Software Development"
Fullstack Developer (Vue Js & Java) - Banking Syariah Industry,SIGMATECH,Software Engineer,Jakarta,"React.js, Full-stack Web Development, Java, Vue.js, Mobile Development"
Photo Researcher,Kumparan,Media & Journalism,Jakarta,"Journalism, Adobe Photoshop, Photography, Digital Media"
Senior Finance Accounting Staff,Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Accounting, Accounts Payable"
Full Stack Software Engineer (Influence ID) ,Playmakers,Software Engineer,Jakarta,"MySQL, Javascript, HTML5 & CSS3, Python, Business Analysis, Marketing Communications"
ETL Developer,PT Tiga Daya Digital Indonesia,Software Engineer,Yogyakarta,"Data Warehouse, SQL Server, SQL"
Business Intelligence Developer,SIGMATECH,Software Engineer,Jakarta,"PowerBI, SQL, Tableau"
HR Service Officer,PT BIPO Service Indonesia,Human Resources,Jakarta,"Corporate Finance, Human Resources, Payroll"
Human Resources Intern,PT. ASLI Rancangan Indonesia,Human Resources,Jakarta,"Relationship Building, Microsoft Excel, Communication Skills"
Odoo Days 2026 — Mini Job Fair Invitations,Odoo,Enterprise Software & Systems,Jakarta,"Python, Business Analysis, Digital Marketing, Business Development, Product Management, Sales & Marketing, Project Management"
Fullstack Engineer,TLab,Software Engineer,Yogyakarta,"React.js, GraphQL, HTML+CSS, Javascript, Laravel, PHP, REST APIs, NoSQL"
Backend Engineer,TLab,Software Engineer,Yogyakarta,"GraphQL, Kafka, REST APIs, Golang, Docker, Redis"
Technical Writer,Indocyber Global Teknologi,Data & Analytics,Jakarta,"Technical Writing, Writing, Writer, Copywriting & Editing, Creative Writing, Copywriting"
Marketing Officer,Boleh Dicoba Digital,Marketing & PR,Bandung,"Marketing Strategy, Media Relations, Public Relations, Social Media Marketing, Content Marketing, Digital Marketing, Media, Communication Skills, Marketing Management, Marketing, Marketing Communications, Sales & Marketing, Online Marketing"
Graphic Designer,Kumparan,Media & Journalism,Jakarta,"Visual Design, Graphic Design, Digital Media"
ERP Dynamics Business Analyst,SIGMATECH,IT Engineer,Jakarta,"Microsoft Dynamics CRM, Enterprise Software, Microsoft Dynamics 365 for Finance and Operations"
Automation Engineer (Playwright & Python),PT Appfuxion Consulting Indonesia,QA & Testing,Tangerang,"Test Automation, Playwright, Python, Artificial Intelligence (AI)"
Network Engineer,PT Sinergy Informasi Pratama,IT Engineer,Jakarta,"Security, Network Security, Cyber Security, Cisco"
Network Engineer,Graha Karya Informasi,Hardware & Embedded Systems,Semarang,"Networking, Network Security, Cisco"
Event & Market Activation,Odoo,Marketing & PR,Tangerang,"Marketing Strategy, Event Management, Event Planning, Events, Marketing, Marketing Communications, Sales & Marketing"
Partner Growth & Enablement Executive,Odoo,Sales & Business Development,Tangerang,"Business Development & Partnerships, Sales Strategy & Management, Business Analysis, Business Development, Sales Training, Communication Skills, Sales & Marketing"
B2B Sales,Odoo,Sales & Business Development,Tangerang,"Business Development & Partnerships, Sales Strategy & Management, Business Development, Communication Skills, Sales & Marketing"
Customer Success Team Indirect (Account Manager),Odoo,Sales & Business Development,Tangerang,"Business Development & Partnerships, Sales Strategy & Management, Business Development, Sales & Marketing"
Business Development,Odoo,Sales & Business Development,Tangerang,"Business Development & Partnerships, Sales Strategy & Management, Business Development, Communication Skills, Sales & Marketing"
QA Manual & Automation (Banking Industry),SIGMATECH,QA & Testing,Jakarta,"Test Automation, Agile, APIs, Scrum"
Senior Business Development (Influence ID),Playmakers,Sales & Business Development,Jakarta,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Business Analysis, Digital Marketing, Business Development, Communication Skills, Marketing, Marketing Communications, Sales & Marketing, Project Management"
IT Security Architecture - Banking Syariah Industry,SIGMATECH,Enterprise Software & Systems,Jakarta,"Infrastructure, Software Architecture, Information Security, Information Architecture, Security, Network Security, Cyber Security"
Account Strategist (Influence ID),Playmakers,Project & Product Management,Jakarta,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Business Analysis, Digital Marketing, Business Development, Product Management, Communication Skills, Marketing, Marketing Communications, Sales & Marketing, Project Management"
Operator Live Streaming,Little Joy Indonesia,Sales & Business Development,Jakarta,"Social Media Marketing, Digital Marketing, Social Media, Sales & Marketing"
Trade Marketing Specialist,Little Joy Indonesia,Sales & Business Development,Jakarta,"Sales Strategy & Management, Sales, Sales Support, Sales & Marketing"
Linux System Administrator ,detik.com,IT Engineer,Jakarta,"Unix Shell Scripting, Linux System Administration, Linux, Unix"
Web Application Developer,detik.com,Web Development,Jakarta,"HTML+CSS, MySQL, Javascript, Laravel, PHP, CSS, Django, Python, PostgreSQL, Object-oriented Programming (OOP), HTML, Symfony, APIs, CodeIgniter, MongoDB"
Office Staff (No Experience Needed),Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Communication Skills, Communications, Microsoft Dynamics 365 for Finance and Operations"
Finance Associate (Accounts Receivable),Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Client Relations, Communication Skills, Communications, Microsoft Dynamics 365 for Finance and Operations"
Customer Support Officer,Farmacare,Customer Service,"Denpasar, Bali","Customer Experience, Customer Service, CRM, Customer Relationship Management, Communication Skills, Content Creation"
SQL Database Engineer,Graha Karya Informasi,Enterprise Software & Systems,Jakarta,"MySQL, Databases, SQL Server, SQL"
Tax Specialist,Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Financial Analysis, Financial Management"
Digital Strategic Specialist - Multifinance Industry,SIGMATECH,Project & Product Management,Jakarta,"Product Research, Product Strategy, Jira, Product Management, Digital Strategy"
Marketing Communication Laboratory Coordinator (Alam Sutera),Bina Nusantara Group,Project & Product Management,Tangerang,"Digital Marketing, Business Development, Communication Skills, Marketing Communications"
Flutter Developer (3 Month Project) - Karawaci,SIGMATECH,Mobile Development,Tangerang,"Flutter, Kotlin, Databases, Software Architecture, Microsoft SQL Server, PHP, Information Architecture, SQL Server, RESTful Services, Django, Python, SQL, .NET, JSON, CodeIgniter, Mobile Development"
Sr. AI Engineer 2,Mekari,Data & Analytics,Jakarta,"LLM, Artificial Intelligence (AI), Communication Skills"
Motion Designer Intern,Ematic Solutions,Graphic & Motion Design,Jakarta,"Adobe Illustrator, Adobe After Effects, Adobe Photoshop, Design"
Backend Developer (Java Spring boot or Golang) - ASAP WFO Tangerang area for Banking Industries,SIGMATECH,Software Engineer,Tangerang,"Java, Golang, Software Engineering, Spring, Java J2EE"
Laravel Developer,Graha Karya Informasi,Mobile Development,Jakarta,"MySQL, Laravel, Microsoft SQL Server, PHP, SQL Server, RESTful Services, REST APIs, SQL, NoSQL, PostgreSQL, APIs"
Product Owner (Insurance Industry),SIGMATECH,Project & Product Management,Jakarta,"Jira, Product Management, Scrum, Agile Project Management"
Software Developer (Golang/Java Springboot) - Can Join Immediately,SIGMATECH,Software Engineer,Tangerang,"Databases, Software Architecture, Amazon Web Services (AWS), Javascript, Architect, Information Architecture, Java, Golang, SQL, Software Engineering, Javascript Frameworks, NoSQL, Spring, Software Development, Google Cloud Platform (GCP)"
L1 & L2 Security Operation Center (SOC) SIEM,PT Metrocom Global Solusi,IT Engineer,Jakarta,"Information Security, Information Technology, Cyber Security"
Project Manager (Infrasructure Technology),SIGMATECH,Project & Product Management,Tangerang,"Infrastructure, Network Security, Cloud Computing, Project Management"
Account Strategist [Mediatics],Playmakers,Marketing & PR,Jakarta,"Marketing Strategy, Public Relations, Client Relations, Digital Marketing, Marketing, Marketing Communications, Project Management"
Client Relations [Mediatics],Playmakers,Sales & Business Development,Jakarta,"Business Development & Partnerships, Client Relations, Sales Strategy & Management, Digital Marketing, Business Development, Communication Skills, Marketing, Sales & Marketing"
Regional Sales Manager ,Little Joy Indonesia,Retail & Wholesale,Jakarta,"Marketing Strategy, Sales Strategy & Management, Sales, Digital Marketing, Sales Support, Marketing, Sales & Marketing, Project Management"
Business Intelligence Developer - Multifinance Industry,SIGMATECH,Data & Analytics,Jakarta,"Databases, PowerBI, Microsoft SQL Server, Data Visualization, SQL Server, Python, BigQuery, PostgreSQL, Business Intelligence, Tableau, Data Analysis"
Sales Outreach (Remote),Deliveree On-Demand Logistics (Southeast Asia),Sales & Business Development,Surakarta,"Business Development & Partnerships, Business Development, Sales & Marketing"
React Native Developer,Gefami Services Indonesia,Mobile Development,Sunter,"Mobile Application Development, Front-end Development, Unit Testing"
OpenShift Engineer / DevOps Engineer,SIGMATECH,DevOps & Cloud Management,Jakarta,"Redhat, Amazon Web Services (AWS), Azure, DevOps, Grafana, Linux, Google Cloud Platform (GCP)"
Data Analyst,PT Allo Bank Indonesia Tbk,Data & Analytics,Jakarta,"MySQL, Data Visualization, SQL Server, Business Intelligence, Data Analysis"
Software Engineer - Backend,Mekari,Software Engineer,Jakarta,"Ruby on Rails (RoR), Ruby, Golang, Software Engineering"
Software Engineer - Fullstack,Mekari,Software Engineer,Jakarta,"Backend Development, Golang, Software Engineering, Front-end Development, Vue.js"
Senior Database Administrator,Mekari,DevOps & Cloud Management,Jakarta,"MySQL, Amazon Web Services (AWS), Alicloud, PostgreSQL"
Student Advisor (BINUS @Alam Sutera),Bina Nusantara Group,Administrative & Clerical,Tangerang,"Business Analysis, Product Management, Communication Skills"
System Engineer - Banking Industry,SIGMATECH,Enterprise Software & Systems,Jakarta,"Jenkins, Amazon Web Services (AWS), Prometheus, Azure, Grafana, Linux System Administration, Linux, Kubernetes, Google Cloud Platform (GCP)"
eCommerce Specialist,Little Joy Indonesia,Sales & Business Development,Jakarta,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Content Marketing, Digital Marketing, Business Development, Marketing, Sales & Marketing, Project Management"
Product Owner - CRM Salesforce (3 Month Project - Onsite),SIGMATECH,Project & Product Management,Jakarta,"Product Research, Microsoft Dynamics CRM, Product Strategy, Salesforce, CRM, Product Management, Product Development"
Cobol Developer - Insurance Industry,SIGMATECH,Software Engineer,Jakarta,"Backend Development, Databases, IBM Websphere, IBM DB2"
Business Analyst (Life400) - Insurance Industry,SIGMATECH,Project & Product Management,Jakarta,"Agile, Business Analysis, Agile Software Development, SDLC, Agile Project Management"
Programmer Software AG - Banking Industry,SIGMATECH,Software Engineer,Jakarta,"Software Architecture, RESTful Services, XML, APIs, JSON"
Golang Developer - Multifinance Industry,SIGMATECH,Software Engineer,Jakarta,"MySQL, Amazon Web Services (AWS), Microsoft SQL Server, Web Services, RESTful Services, Golang, PostgreSQL, Object-oriented Programming (OOP), Design Patterns, RDBMS, Google Cloud Platform (GCP)"
"Junior Back End Developer (Node Js, Nest Js)",SIGMATECH,Software Engineer,Jakarta,"MySQL, Databases, Microsoft SQL Server, SQL Server, Docker, PostgreSQL, APIs, Node.js"
Social Media & Community Specialist [Boleh Belajar],Boleh Dicoba Digital,Media & Journalism,Bandung,"Community Management, Social Media Marketing, Client Relations, Digital Marketing, Relationship Building, Social Media Strategy, Social Media, Content Management, Communication Skills, Content Creation, Content Strategy, Communications, Marketing Communications"
Community Officer (Influence ID) ,Playmakers,Community Management,Jakarta,"Business Development & Partnerships, Communication Skills, Marketing, Marketing Communications, Sales & Marketing, Project Management"
Business Supervisor EduTech (Tangerang),Cakap,Sales & Business Development,Tangerang,"Business Development & Partnerships, Travel, Sales Strategy & Management, Business Analysis, Digital Marketing, Business Development, Communication Skills, Marketing Communications, Sales & Marketing"
Business Senior Associate EduTech (Tangerang),Cakap,Sales & Business Development,Tangerang,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Business Analysis, Business Development, CRM, Communication Skills, Sales & Marketing"
